gloss_input,english_input,filipino_output,origin,context_tag
THEY GOOD FAMILY,They are a good family.,Mabuting pamilya sila.,ASL,common_verbs
YOU WRITE WHAT,What are you writing?,Ano ang sinusulat mo?,ASL,question
I EAT FOOD,I'm eating food.,Kumakain ako ng pagkain.,FSL,object_things
I FIND,I think so.,Nakahanap ako.,FSL,neutral
THEY SCARED NIGHT,You're scared at night.,Takot sila sa gabi.,FSL,emotion
TODAY YOU GO SCHOOL,Today you go to school.,Ngayon pupunta ka sa paaralan.,FSL,place
YOU WAIT HERE,Wait here.,Maghintay ka dito.,ASL,imperative
I PREPARE,I'm getting ready.,Naghahanda ako.,FSL,neutral
YOU SOMETIMES SAD,You're sad sometimes.,Minsan malungkot ka.,FSL,emotion
EXCITED WE SCHOOL,We are happy about the school.,Nasasabik tayo sa paaralan.,ASL,emotion
WHY YOU FEEL HAPPY,Why do you feel happy?,Bakit ka nakakaramdam ng saya?,FSL,question
YOU COME HOME TOMORROW NIGHT,You'll be home tomorrow night.,Uuwi ka bukas ng gabi.,FSL,place
YOU COME SCHOOL TOMORROW,You'll be at school tomorrow.,Pupunta ka sa paaralan bukas.,FSL,common_verbs
I KEEP TRYING,I'll keep trying.,Patuloy akong sumusubok.,FSL,neutral
WHO SHE LOVE,Who does she love?,Sino ang mahal niya?,FSL,question
HE JUST LEAVE,He just left.,Umalis lang siya.,FSL,time
HE FIND PHONE,He'll find a phone.,Nakahanap siya ng telepono.,FSL,object_things
YOU WANT FOOD,You want food.,Gusto mo ng pagkain.,FSL,common_verbs
I FEEL HUNGRY,I'm hungry.,Gutom ako.,FSL,neutral
WE STAY WORK,We'll stay at work.,Nananatili tayo sa trabaho.,FSL,place
HE TELL TRUTH,He tells the truth.,Sinasabi niya ang totoo.,FSL,neutral
HE INTERESTED,He is interested.,Interesado siya.,FSL,neutral
YOU PROMISE ME,You promise me.,Nangangako ka sa akin.,FSL,neutral
YOU WITH FATHER,You are with your father.,Kasama mo ang iyong ama.,FSL,people
YOU WANT FOOD,You want something to eat.,Gusto mo ng pagkain.,FSL,common_verbs
HE HAVE GREEN HOUSE,He's got a green house.,Mayroon siyang berdeng bahay.,FSL,color
HE TEACH SHE WRITE,He teaches them to write.,Tinuturuan niya siyang sumulat.,FSL,action
HE GO WORK,He's going to work.,Pupunta siya sa trabaho.,FSL,place
YOU WORK FAR HOME,You work far from home.,Nagtatrabaho ka malayo sa bahay.,FSL,place
WHAT TIME YOU COME,When are you coming?,Anong oras ka darating?,FSL,question
HE WRITE TODAY GOOD,He writes well today.,Sumusulat siyang mabuti ngayon.,FSL,action
SHE WANT WHAT,What does she want?,Ano ang gusto niya?,ASL,question
I GO WORK,I'm going to work.,Pupunta ako sa trabaho.,FSL,place
HE START,He's starting.,Nagsisimula siya.,FSL,neutral
WE PLAY TODAY NIGHT,We play tonight.,Maglalaro tayo ngayong gabi.,FSL,time
I HELP FRIEND,I help my friend.,Tinutulungan ko ang aking kaibigan.,FSL,people
HOW MANY SHE WANT,How many does she want?,Ilan ang gusto niya?,FSL,question
YESTERDAY,Yesterday.,Kahapon.,MIXED,time
YOU LIKE FARM,You like the farm.,Gusto mo ang bukid.,FSL,place
I READY,I'm ready.,Handa ako.,FSL,neutral
HOW WE GO,How are you?,Paano tayo pupunta?,FSL,question
WRITE THEY,They write.,Sumusulat sila.,ASL,action
YOU WASH,You wash.,Naglalaba ka.,FSL,neutral
YOU GO HOW SCHOOL,How do you go to school?,Paano ka pumupunta sa paaralan?,ASL,question
YOU ASK,Ask.,Nagtanong ka.,FSL,neutral
I NO HAPPY,I am not happy.,Hindi ako masaya.,FSL,emotion
YOU SHOW,You show it.,Ipinapakita mo.,FSL,neutral
YOU TALK MOTHER,You talk to your mother.,Nakikipag-usap ka sa iyong ina.,FSL,neutral
SHE DRINK WATER,She drinks water.,Umiinom siya ng tubig.,FSL,object_things
SHE WALK SCHOOL,She walks to school.,Naglalakad siya papuntang paaralan.,FSL,place
HOW YOU GO SCHOOL,How do you go to school?,Paano ka pumupunta sa paaralan?,FSL,question
YESTERDAY SHE READ,Yesterday she read.,Kahapon nagbasa siya.,FSL,time
THEY UNDERSTAND,You understand.,Naiintindihan nila.,FSL,neutral
SHE COME STORE,She comes to the store.,Pupupunta siya sa tindahan.,FSL,place
I MISS FATHER,I miss my father.,Miss ko ang aking ama.,FSL,people
I STILL HERE,I am still here.,Nandito pa rin ako.,FSL,time
I STUDY HARD SCHOOL,I study hard at school.,Nag-aaral ako ng mabuti sa paaralan.,FSL,place
FARM WE GO,We go to the farm.,Pupunta tayo sa bukid.,ASL,place
SHE HAVE HOUSE,She has a house.,Mayroon siyang bahay.,FSL,object_things
I LIKE RED BOOK,I like red books.,Gusto ko ng pulang libro.,FSL,color
HE DRINK,He's drinking.,Umiinom siya.,FSL,common_verbs
HE JUST ARRIVE WORK,He just arrived at work.,Dumating lang siya sa trabaho.,FSL,place
TOMORROW YOU COME,Tomorrow you come.,Darating ka bukas.,ASL,common_verbs
HE HELP FAMILY,He's helping his family.,Tinutulungan niya ang kanyang pamilya.,FSL,people
YOU GO NOW,You go now.,Umalis ka ngayon.,ASL,imperative
THEY GO STORE,They go to the store.,Pupunta sila sa tindahan.,FSL,place
HE HAVE SOME PHONE,He has some phones.,Mayroon siyang ilang telepono.,FSL,number
HE LEAVE,He's leaving.,Umaalis siya.,FSL,neutral
HE SPEAK,He speaks.,Nagsasalita siya.,FSL,neutral
SHE COME TODAY AFTERNOON,She comes this afternoon.,Darating siya ngayong hapon.,FSL,time
I COUNT TWO,I count two.,Binibilang ko ang dalawa.,FSL,number
HE MOST TIRED,He is the most tired.,Siya ang pinakapagod.,FSL,emotion
YESTERDAY HE SLEEP,He slept yesterday.,Kahapon natulog siya.,FSL,time
HOW YOU BECOME HAPPY,How do you become happy?,Paano ka nagiging masaya?,FSL,question
HE DRAW GREEN,He's pulling green.,Gumaguhit siya ng berde.,FSL,color
HE LIKE THREE PHONE,He likes three phones.,Gusto niya ng tatlong telepono.,FSL,number
YOU ANGRY WHY,Why are you angry?,Bakit ka galit?,ASL,question
YOU LEAVE WORK,You leave work.,Umaalis ka sa trabaho.,FSL,place
I LIKE PLAY,I like to play.,Gusto kong maglaro.,FSL,action
NIGHT HE WORK,He works at night.,Sa gabi nagtatrabaho siya.,FSL,time
YOU EXCITED,You are excited.,Nasasabik ka.,FSL,emotion
FOLLOW ME,Follow me.,Sundin mo ako.,FSL,imperative
TIRED SHE WORK,She's tired from work.,Pagod siya sa trabaho.,ASL,emotion
YES I HELP YOU,Yes I will help you.,Oo tutulungan kita.,MIXED,common_verbs
I PLAY,I'm playing.,Naglalaro ako.,FSL,common_verbs
I CALL FATHER,I'll call my father.,Tumatawag ako sa aking ama.,FSL,people
YOU MEET,You meet.,Nakikipagkita ka.,FSL,neutral
HOW LONG YOU WAIT,How long do you wait?,Gaano katagal ka naghihintay?,FSL,question
HE NEED THREE PHONE BLACK,He needs three black phones.,Kailangan niya ng tatlong itim na telepono.,FSL,number
HE TELL,He's telling me.,Sinasabi niya.,FSL,neutral
HE LIKE HOME,He likes home.,Gusto niya ang tahanan.,FSL,place
YOU WAIT ME,Wait for me.,Hinihintay mo ako.,FSL,neutral
HOUSE SHE LIKE,She likes houses.,Gusto niya ng bahay.,ASL,object_things
HE COME WORK,He's coming to work.,Pupupunta siya sa trabaho.,FSL,place
YOU DESCRIBE,You're describing it.,Inilalarawan mo.,FSL,neutral
YOU SHOULD HELP,You should help.,Dapat kang tumulong.,FSL,imperative
MORNING,Morning.,Umaga.,MIXED,time
AFTERNOON,Afternoon.,Hapon.,MIXED,time
WE STAY WORK,We stay at work.,Nananatili tayo sa trabaho.,FSL,place
YOU LEAVE STORE,You leave the store.,Umaalis ka sa tindahan.,FSL,place
BOOK THREE HE WRITE,He writes three books.,Sumusulat siya ng tatlong libro.,ASL,number
SHE TEACH,She teaches.,Nagtuturo siya.,FSL,neutral
YOU NEVER WRONG,You are never wrong.,Hindi ka kailanman mali.,FSL,time
I FREE,I'm free.,Libre ako.,FSL,neutral
I WALK HOME SCHOOL,I walk from home to school.,Naglalakad ako mula bahay papuntang paaralan.,FSL,place
YOU PAY,You pay.,Nagbabayad ka.,FSL,neutral
SHE GETTING WORSE,She's getting worse and worse.,Lumalala na siya.,FSL,emotion
I PLAN,I'm planning.,Nagpaplano ako.,FSL,neutral
YOU PRACTICE,You practice.,Nagsasanay ka.,FSL,neutral
MY FAVORITE RED,My favorite is red.,Ang paborito ko ay pula.,MIXED,color
THEY COME SCHOOL,They come to school.,Pupupunta sila sa paaralan.,FSL,place
TAKE THIS,Take this.,Kunin mo ito.,FSL,imperative
I MESSAGE YOU,I message you.,Nagmemensahe ako sa iyo.,FSL,neutral
HE WOULD LIKE HELP,He would like to help.,Gusto niyang tumulong.,FSL,common_verbs
COME YOU HERE,Come to me.,Halika dito sa akin.,ASL,imperative
I BORED,I am bored.,Nababagot ako.,FSL,neutral
I WANT PLAY,I want to play.,Gusto kong maglaro.,FSL,action
I NEED YOU FRIEND,I need you friend.,Kailangan kita kaibigan.,ASL,common_verbs
HE FREE,He's free.,Libre siya.,FSL,neutral
HE HAPPY READ,He's happy to read.,Masaya siya sa pagbasa.,FSL,action
HE WORK YESTERDAY,He worked yesterday.,Nagtrabaho siya kahapon.,FSL,time
I REMEMBER NOTHING,I don't remember anything.,Wala akong naaalala.,FSL,neutral
YOU SEE,See?,Nakikita mo.,FSL,neutral
THEY WANT HOME,They want to go home.,Gusto nilang umuwi.,FSL,common_verbs
YOU HAVE WHAT,What do you got?,Ano ang mayroon ka?,ASL,question
HE GETTING BETTER,He's better.,Gumagaling na siya.,FSL,emotion
YOU WORK FAR HOME,You work far away from home.,Nagtatrabaho ka malayo sa bahay.,FSL,place
HE NEED RUN,He needs to run.,Kailangan niyang tumakbo.,FSL,action
SHE PLAY TODAY,She's playing today.,Naglalaro siya ngayon.,FSL,action
YOU NEED REST MORE,You need to rest more.,Kailangan mong magpahinga pa.,FSL,action
YOU SAD WHY,Why are you sad?,Bakit ka malungkot?,ASL,question
SHE LIKE PLAY,She likes to play.,Gusto niyang maglaro.,FSL,action
I PUT BOOK,I put the book down.,Inilalagay ko ang libro.,FSL,neutral
I LEAVE HOME,I'm leaving the house.,Umaalis ako sa bahay.,FSL,place
YOU SHOW,You show.,Ipinapakita mo.,FSL,neutral
WE READY,We are ready.,Handa tayo.,FSL,neutral
I LEARN PLAY,I learn to play.,Natututo akong maglaro.,FSL,action
I STAY HOME,I'll stay home.,Nananatili ako sa bahay.,FSL,place
YOU HAVE HOW MANY,How many do you have?,Ilan ang mayroon ka?,ASL,question
YOU WALK STORE,You're going to the store.,Naglalakad ka papuntang tindahan.,FSL,place
GREEN,Green.,Berde.,MIXED,color
YOU MUST GO,You have to go.,Dapat kang umalis.,FSL,imperative
MORNING YOU,Morning to you.,Umaga sa iyo.,ASL,greeting
YOU DRIVE WORK HOME,You drive from work to home.,Nagmamaneho ka mula trabaho papuntang bahay.,FSL,place
YOU SLEEP WHEN,When do you sleep?,Kailan ka natutulog?,ASL,question
I WANT ONE BOOK,I want one book.,Gusto ko ng isang libro.,FSL,number
PURPLE,Purple.,Lila.,MIXED,color
YELLOW SHE LIKE,She likes yellow.,Gusto niya ng dilaw.,ASL,color
THEY LIKE RUN,They like to run.,Gusto nilang tumakbo.,FSL,action
YOU COME NOW,You come now.,Pumunta ka ngayon.,ASL,imperative
YOU HAVE TWO,You have two.,Mayroon kang dalawa.,FSL,number
HE OFTEN TIRED,He's tired a lot.,Madalas pagod siya.,FSL,emotion
I PROMISE YOU,I promise you.,Nangangako ako sa iyo.,FSL,neutral
I GO WORK TODAY,I go to work today.,Pupunta ako sa trabaho ngayon.,FSL,common_verbs
THEY KNOW,They know.,Alam nila.,FSL,neutral
YOU MISS ME,You miss me.,Miss mo ako.,FSL,neutral
HE SO TIRED NOW,He is so tired now.,Napakagod niya ngayon.,FSL,emotion
SHE CALL FATHER,She calls her father.,Tumatawag siya sa kanyang ama.,FSL,people
YOU CALL FRIEND,You call your friend.,Tumatawag ka sa iyong kaibigan.,FSL,people
I APOLOGIZE TO YOU,I apologize to you.,Humihingi ako ng paumanhin sa iyo.,FSL,greeting
YOU LIKE YELLOW,You like yellow.,Gusto mo ng dilaw.,FSL,color
I JUST ARRIVE,I just arrived.,Dumating lang ako.,FSL,time
YES HE HELP,"Yeah, he'll help.",Oo tutulong siya.,FSL,common_verbs
SHE FIND HOUSE,She finds a house.,Nakahanap siya ng bahay.,FSL,object_things
I MISS FRIEND,I miss my friend.,Miss ko ang aking kaibigan.,FSL,people
BOOK ONE I READ,I read one book.,Nagbabasa ako ng isang libro.,ASL,number
I FIND,I find.,Nakahanap ako.,FSL,neutral
HE DREAM ABOUT SHE,He dreams of her.,Napapanaginipan niya siya.,FSL,neutral
I PLAY WITH FRIEND HOME,I play with my friend at home.,Naglalaro ako kasama ang aking kaibigan sa bahay.,FSL,place
HE SAY MAYBE,He might say.,Sinasabi niyang marahil.,FSL,neutral
I ALREADY GO,I've already left.,Pumunta na ako.,FSL,time
I WITH MOTHER,I'm with my mother.,Kasama ko ang aking ina.,FSL,people
I SEE RED CAR,I see a red car.,Nakikita ko ang pulang kotse.,FSL,color
WE HAVE BOOK,We have a book.,Mayroon tayong libro.,FSL,object_things
I READ AFTERNOON,I read in the afternoon.,Nagbabasa ako sa hapon.,FSL,action
HOW THEY KNOW,How do you know that?,Paano nila nalaman?,FSL,question
I STOP PLAY NOW,I stop playing now.,Tumitigil akong maglaro ngayon.,FSL,action
YOU THANK YOUR FATHER,You thank your father.,Nagpapasalamat ka sa iyong ama.,FSL,people
HE WANT FIVE SIX,He wants five and six.,Gusto niya ng lima at anim.,FSL,number
WE GO SCHOOL,We're going to school.,Pupunta tayo sa paaralan.,FSL,place
HE WORK FARM,He works on the farm.,Nagtatrabaho siya sa bukid.,FSL,place
I WALK,I walk.,Naglalakad ako.,FSL,action
HE HAVE ONE MOTHER,He has one mother.,Mayroon siyang isang ina.,FSL,people
I GO WITH MOTHER,I'm going with my mother.,Pumupunta ako kasama ang aking ina.,FSL,people
I TELL,I tell.,Sinasabi ko.,FSL,neutral
YOU READ MOTHER,You read to your mother.,Nagbabasa ka para sa iyong ina.,FSL,action
SHE HAVE FOUR CAR,She has four cars.,Mayroon siyang apat na kotse.,FSL,number
HE LIKE FRIEND,He likes his friend.,Gusto niya ang kanyang kaibigan.,FSL,people
I STUDY,I'm learning.,Nag-aaral ako.,FSL,neutral
YES YOU COME,"Yeah, you're coming.",Oo darating ka.,FSL,common_verbs
YOU NEED REST,You need rest.,Kailangan mo ng pahinga.,FSL,neutral
PHONE YELLOW SHE HAVE,She has a yellow phone.,Mayroon siyang dilaw na telepono.,ASL,color
I PLAY HAPPY FRIEND SCHOOL,I play happily with my friend at school.,Naglalaro akong masaya kasama ang aking kaibigan sa paaralan.,FSL,emotion
I SELL,I'm selling.,Nagbebenta ako.,FSL,neutral
HE FORGET EVERYTHING,He forgets everything.,Nakalimutan niya ang lahat.,FSL,neutral
WE READ HOME,We read at home.,Nagbabasa tayo sa bahay.,FSL,action
YOU REVEAL IT,You're revealing it.,Inihahayag mo ito.,FSL,neutral
THEY WORK TOMORROW AFTERNOON,They will work tomorrow afternoon.,Magtatrabaho sila bukas ng hapon.,FSL,time
AFTERNOON YOU SLEEP,In the afternoon you sleep.,Sa hapon natutulog ka.,ASL,time
HE BAD PERSON,He is a bad person.,Masama siyang tao.,ASL,common_verbs
I MAKE YOU HAPPY,I'll make you happy.,Pinapagsasaya kita.,FSL,emotion
I WOULD LIKE GO,I would like to go.,Gusto kong pumunta.,FSL,common_verbs
I CHANGE,I'm changing.,Nagbabago ako.,FSL,neutral
YOU EXCITED PLAY,You are excited to play.,Nasasabik kang maglaro.,FSL,action
WHERE YOU GO TODAY,Where do you go today?,Saan ka pupunta ngayon?,FSL,question
YOU DRINK WATER,You drink water.,Umiinom ka ng tubig.,FSL,object_things
I THINK ABOUT YOU,I think about you.,Iniisip kita.,FSL,neutral
I HEAR,I hear.,Naririnig ko.,FSL,neutral
I WAIT MOTHER,I wait for my mother.,Hinihintay ko ang aking ina.,FSL,people
I LIVE NEAR SCHOOL,I live near school.,Nakatira ako malapit sa paaralan.,FSL,place
YOU UNDERSTAND,You understand.,Naiintindihan mo.,FSL,neutral
SHE TEACH,She's teaching.,Nagtuturo siya.,FSL,neutral
YOU GO TO SCHOOL,You're going to school.,Pupunta ka sa paaralan.,FSL,place
WHY HOUSE YOU LEAVE,Why are you leaving the house?,Bakit ka umaalis sa bahay?,FSL,question
I WEAR RED TODAY,I'm wearing red today.,Sumusuot ako ng pula ngayon.,FSL,color
YOU GO STORE,You go to the store.,Pupunta ka sa tindahan.,FSL,place
I BELIEVE YOU HELP,I think you'll help.,Naniniwala akong tutulong ka.,FSL,neutral
WHO YOU LOVE,Who do you love?,Sino ang mahal mo?,FSL,question
WE READ,We read.,Nagbabasa tayo.,FSL,action
YOU WASH,They're washing themselves.,Naglalaba ka.,FSL,neutral
HE WORRIED ABOUT IT,He is worried about it.,Nag-aalala siya tungkol dito.,FSL,emotion
THEY NEED WATER,They need water.,Kailangan nila ng tubig.,FSL,object_things
I LIKE PLAY READ HOME,I like to play and read at home.,Gusto kong maglaro at magbasa sa bahay.,FSL,action
HE CALL MOTHER,He's calling his mother.,Tumatawag siya sa kanyang ina.,FSL,people
HE HAVE CAR,He has a car.,Mayroon siyang kotse.,FSL,object_things
THEY WALK,They're running.,Naglalakad sila.,FSL,action
MORNING SHE TIRED,In the morning she is tired.,Pagod siya sa umaga.,ASL,time
WE VERY EXCITED,We are very excited.,Napakasabik natin.,FSL,emotion
YOU MUST COME HERE,You must come here.,Kailangan mong pumunta dito.,FSL,imperative
I TEACH YOU PLAY,I'll teach you how to play.,Tinuturuan kita maglaro.,FSL,action
I PLEASE HELP ME,Please help me.,Pakiusap tulungan mo ako.,FSL,imperative
YOU NEED WATER,You need water.,Kailangan mo ng tubig.,FSL,object_things
MORNING I WAKE,I wake up in the morning.,Sa umaga gumigising ako.,ASL,time
I HAVE NINE,I've got nine.,Mayroon akong siyam.,FSL,number
I HAVE MANY BOOK,I have many books.,Mayroon akong maraming libro.,FSL,number
HEY YOU,Hey you!,Hoy ikaw!,MIXED,greeting
FATHER GOOD,My father is good.,Mabuti ang aking ama.,ASL,people
YOU VISIT MOTHER YESTERDAY,You visited your mother yesterday.,Binisita mo ang iyong ina kahapon.,FSL,people
I ANGRY,I'm angry.,Galit ako.,FSL,emotion
I GO TOMORROW,I go tomorrow.,Pupunta ako bukas.,FSL,time
MORNING I EAT,In the morning I eat.,Sa umaga kumakain ako.,FSL,time
YES I COME,"Yeah, I'm coming.",Oo darating ako.,MIXED,common_verbs
SHE NO HAVE,She doesn't have.,Wala siya.,FSL,neutral
THEY TIRED,You're tired.,Pagod sila.,FSL,emotion
FOUR SHE NEED,She needs four.,Kailangan niya ng apat.,ASL,number
YOU PLAY,You play.,Naglalaro ka.,FSL,action
YOU FIX,You fix.,Inaayos mo.,FSL,neutral
HE CALL FATHER TODAY,He calls his father today.,Tumatawag siya sa kanyang ama ngayon.,FSL,people
WE PLAY TODAY NIGHT,We're playing tonight.,Maglalaro tayo ngayong gabi.,FSL,time
SHE HAVE HOUSE,She's got a house.,Mayroon siyang bahay.,FSL,object_things
TWO PERSON,Two people.,Dalawang tao.,MIXED,number
HELLO YOU,Hello.,Kamusta sa iyo.,ASL,greeting
WHY WE WAIT,Why are we waiting?,Bakit tayo naghihintay?,FSL,question
TOMORROW YOU SAD,Tomorrow you will be sad.,Malungkot ka bukas.,ASL,time
HE MAKE SHE HAPPY,He makes her happy.,Pinapagsasaya niya siya.,FSL,emotion
YOU HAPPY WHY,Why are you happy?,Bakit ka masaya?,ASL,question
SHE HAVE FOUR CAR,She's got four cars.,Mayroon siyang apat na kotse.,FSL,number
I BETTER NOW,I am better now.,Mas mabuti na ako ngayon.,FSL,emotion
SHE SCHOOL TOMORROW,She goes to school tomorrow.,Pupunta siya sa paaralan bukas.,FSL,time
I MISS YOU,I miss you.,Miss kita.,FSL,neutral
PLEASE YOU WAIT,Please wait.,Pakiusap maghintay.,FSL,imperative
YOU CHANGE,You change.,Nagbabago ka.,FSL,neutral
YOU FREE,You're free.,Libre ka.,FSL,neutral
YOU ASK,You ask.,Nagtanong ka.,FSL,neutral
YOU LIKE PURPLE THING,You like purple stuff.,Gusto mo ng lila na bagay.,FSL,color
I LOVE YOU MOTHER,"I love you, Mother.",Mahal kita ina.,ASL,common_verbs
YOUR FATHER KIND,Your father's nice.,Mabait ang iyong ama.,ASL,people
HEY FAMILY WHATSUP,Hey family what's up?,Hoy pamilya ano ang balita?,MIXED,question
YESTERDAY WE WALK,Yesterday we walked.,Kahapon naglakad tayo.,FSL,time
SHE HELP FRIEND,She helps her friend.,Tinutulungan niya ang kanyang kaibigan.,FSL,people
SCHOOL YOU STAY,You stay at school.,Nananatili ka sa paaralan.,ASL,place
YOU REVEAL IT,You reveal it.,Inihahayag mo ito.,FSL,neutral
SHE LIVE WHERE,Where does she live?,Saan siya nakatira?,ASL,question
SHE LOOK TIRED NOW,She looks tired now.,Mukhang pagod siya ngayon.,FSL,emotion
YOU STILL SAD,You are still sad.,Malungkot ka pa rin.,FSL,emotion
WE STUDY,We're learning.,Nag-aaral tayo.,FSL,neutral
WE NO EXCITED,We're not excited.,Hindi tayo nasasabik.,FSL,emotion
HE TELL,He tells.,Sinasabi niya.,FSL,neutral
NIGHT HE SLEEP,At night he sleeps.,Sa gabi natutulog siya.,ASL,time
YOU WANT WHERE GO,Where are you going?,Saan mo gustong pumunta?,ASL,question
HE WALK SLOW,He's walking slowly.,Naglalakad siyang mabagal.,FSL,action
WHAT DAY YOU GO,What day are you going?,Anong araw ka pupunta?,FSL,question
HAPPY ME,I am happy.,Masaya ako.,ASL,emotion
I NO WANT,I don't want.,Hindi ko gusto.,FSL,neutral
YOU START WALK,You're starting to go.,Nagsisimula kang maglakad.,FSL,action
I RUN FARM,I run at the farm.,Tumatakbo ako sa bukid.,FSL,action
HE STILL TIRED,He's still tired.,Pagod pa rin siya.,FSL,emotion
HE TRY,He tries.,Sinusubukan niya.,FSL,neutral
I HAVE QUESTION,I have a question.,Mayroon akong tanong.,FSL,neutral
ANGRY HE SHE,He is angry at her.,Galit siya sa kaniya.,ASL,emotion
SLEEP SHE WANT,She wants to sleep.,Gusto niyang matulog.,ASL,action
MOTHER I CALL,I'll call my mother.,Tumatawag ako sa aking ina.,ASL,people
HE TIRED,He's tired.,Pagod siya.,FSL,emotion
YOU DRIVE CAR,You drive a car.,Nagmamaneho ka ng kotse.,FSL,object_things
